participant,Friendly,Respectful,Sympathy,CloseFeelings,Proud,Superior,Selfesteem,Topworld,Guilty,Indebted,Afraid,Ashamed,Disappointed,Frustrated,Angry,Sad,Trustworthy,Fair,Selfish,Cooperative,Competitive,Understanding,Caring,Envious,Altruistic,Empathetic,Trustworthy_others,Fair_others,Selfish_others,Cooperative_others,Competitive_others,Understanding_others,Caring_others,Envious_others,Altruistic_others,Empathetic_others,feel_others_behave,feel_others_influence,feel_others_reciprocity
3h7pyh30,4.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
mr5nc3m6,2.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0
005fkt5i,5.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0
1h15hs5i,0.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,4.0
ajovws7n,4.0,5.0,5.0,5.0,4.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,2.0,4.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,3.0,1.0,5.0,5.0,2.0
qua1kkz1,5.0,2.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0
jod495jh,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0
fdzisbow,4.0,4.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,5.0,2.0,2.0,4.0,4.0,1.0,0.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,0.0,0.0,1.0,5.0,2.0,5.0
anfq6ps9,2.0,1.0,4.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0
onordlf7,5.0,3.0,5.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,5.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
dgeb6yhj,3.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,2.0,0.0,5.0,0.0,4.0,4.0,0.0,3.0,5.0,3.0,3.0,3.0
xfdcfumh,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,3.0,4.0,0.0,2.0,1.0,4.0,4.0,0.0,4.0,0.0,4.0,5.0,0.0,3.0,2.0,4.0,0.0,4.0
y0xwrqmt,3.0,5.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0
e919j9dw,3.0,4.0,4.0,1.0,3.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,5.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,2.0
bibltahg,5.0,5.0,5.0,5.0,5.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0,2.0,5.0
cju4mdg8,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
h6rtrx0b,4.0,5.0,4.0,5.0,4.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,3.0,3.0,5.0,0.0,5.0,5.0,4.0,4.0,1.0,4.0,0.0,2.0,4.0,0.0,4.0,3.0,4.0,4.0,3.0
ddo9och2,1.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
mpgqqarn,3.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
1qr4earx,4.0,4.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,0.0,4.0,3.0,3.0,3.0,1.0,4.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0
tssh7ekk,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gjavusdp,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
bxj3dezs,2.0,2.0,2.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,5.0,0.0,1.0,0.0,3.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
abasg799,0.0,3.0,5.0,0.0,3.0,5.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
ob85c7tp,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,3.0,0.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0
f5dx7bmn,4.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,2.0,5.0,5.0,1.0,4.0,0.0,1.0,4.0,0.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,1.0,1.0
4dpf41pa,2.0,5.0,3.0,3.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,5.0,5.0,2.0,0.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,0.0,2.0
y96vymu3,5.0,5.0,5.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blybfzf0,4.0,4.0,3.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,5.0,0.0,3.0,4.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,3.0,3.0,4.0
3najpd48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0656mxv4,4.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,0.0,4.0,3.0,4.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
n4wsjvg8,4.0,4.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,4.0,0.0,5.0,2.0,4.0,5.0,0.0,2.0,5.0,3.0,3.0,4.0,4.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0
7hkc3i6w,3.0,5.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,2.0,4.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0
dxl3cicp,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,4.0,5.0,0.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
vhzf4fm0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,5.0,5.0,0.0,5.0,1.0,3.0,4.0,0.0,5.0,5.0,3.0,2.0,5.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,5.0
0dnfoplc,2.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,2.0,5.0,0.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,0.0,1.0,3.0,5.0,0.0,5.0
gtofswg9,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
kkd12bmo,5.0,5.0,5.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0
gn2a5546,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tn5yvl4x,3.0,5.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0
vvd0qfhl,2.0,5.0,5.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0
06cmho64,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,3.0,5.0,0.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0
zvineh7l,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scuzba47,5.0,5.0,5.0,3.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,3.0
lq59ig1q,5.0,4.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rkw6xf0l,4.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,0.0,2.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,0.0,4.0
7p5ld64u,4.0,5.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,2.0,5.0,5.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0
pk6ahnnd,5.0,5.0,3.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,5.0,5.0,0.0,5.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,4.0,3.0,3.0,3.0
lqzzlwl6,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,5.0,3.0,2.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
y5olkey3,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0
qoasemvy,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
wvs904jl,4.0,5.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,0.0,1.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,0.0,3.0,5.0,4.0,4.0,2.0,5.0,1.0,4.0,4.0,0.0,5.0,4.0,5.0,2.0,5.0
zos66rqa,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
xcc6p4ej,5.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,5.0,5.0,1.0,2.0,5.0,4.0,1.0,5.0,1.0,2.0,5.0,0.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0
81yfz83m,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0
kwxc93ab,5.0,0.0,5.0,2.0,5.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
i3ope9ii,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cvilyiwp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7v1nksz2,5.0,5.0,5.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0
wkfcdjoj,4.0,4.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0,1.0,2.0
3il8gpxd,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,4.0
majfvaur,3.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,1.0,1.0,4.0,3.0,1.0,4.0,0.0,3.0,5.0,0.0,1.0,4.0,3.0,4.0,0.0,4.0,0.0,5.0,4.0,0.0,4.0,4.0,1.0,0.0,2.0
oguibi1u,4.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
dsrq6erq,5.0,5.0,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
a0qcglk5,2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,1.0,5.0,1.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0
bkck64st,5.0,5.0,4.0,3.0,3.0,3.0,4.0,0.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0
rj6jpsa7,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
boumewy7,3.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
ekqapb80,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zx7qfiq1,4.0,5.0,4.0,4.0,3.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,2.0,4.0,5.0,0.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0
4uxcj345,2.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0
veifqk9l,2.0,5.0,3.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
yaevv5fd,3.0,5.0,5.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,5.0,0.0,5.0,4.0,1.0,4.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
5pvhcy3d,5.0,5.0,4.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,0.0,3.0,5.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,0.0,2.0,3.0,3.0,0.0,4.0
q18f0gj6,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,0.0,1.0,5.0,5.0,3.0,1.0,3.0,4.0,0.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a5y5z6cb,1.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,4.0,5.0,5.0,3.0,4.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ugs2hhsq,0.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
enl2q70g,4.0,4.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,5.0,2.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0
ao2jrkqc,1.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrdvfkza,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
3lgqultw,3.0,5.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,5.0,4.0,0.0,4.0,4.0,3.0,4.0,5.0,2.0,0.0,5.0,3.0,1.0,0.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0
olppcleu,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
21u7otc7,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0
t9h6knl6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
